ph,turbidity,conductivity,chlorine,temperature,pressure,flow,Risk_Index,Probable_Cause
6.92,0.49,315.16,1.17,9.64,2.89,315.06,10,Normal
7.26,1.04,434.98,0.7,14.71,2.47,295.97,3,Normal
6.33,7.83,1035.14,0.04,15.46,3.42,283.94,90,Contamination
7.75,0.66,448.21,1.11,16.18,2.42,286.06,15,Normal
7.45,0.49,259.48,0.98,20.11,3.37,296.9,12,Normal
7.76,5.27,688.84,0.0,24.25,2.82,287.83,97,Contamination
7.11,0.88,562.6,1.67,14.52,3.09,224.17,2,Normal
7.64,0.27,421.68,0.67,13.23,2.75,269.61,10,Normal
7.04,0.39,483.33,0.67,15.66,3.37,274.34,12,Normal
6.43,5.54,1553.92,0.06,15.88,3.05,244.89,80,Contamination
7.77,1.4,419.22,0.02,20.23,2.66,42.29,57,Stagnation
7.01,0.59,191.3,0.82,14.91,2.73,253.17,1,Normal
7.0,0.56,381.27,0.33,8.64,2.82,322.88,11,Normal
6.4,0.95,397.38,0.24,21.23,2.61,31.41,55,Stagnation
6.65,1.58,471.54,0.15,29.85,1.87,47.25,64,Stagnation
7.11,0.56,395.45,0.87,13.29,3.1,224.14,8,Normal
7.43,0.42,286.99,0.86,18.77,2.84,317.92,9,Normal
6.98,0.65,468.55,1.55,14.47,3.2,304.9,15,Normal
7.59,0.36,474.5,0.94,14.81,3.03,312.61,7,Normal
5.95,2.67,1215.62,1.1,18.61,2.62,196.65,59,Corrosion
7.49,0.68,547.27,0.82,14.31,2.51,280.38,13,Normal
7.5,0.41,464.05,0.94,15.97,2.66,304.26,3,Normal
6.3,0.46,236.95,1.36,17.33,3.14,376.05,3,Normal
7.12,2.07,543.22,0.08,24.27,2.17,21.75,44,Stagnation
7.02,0.39,294.34,1.37,14.22,3.11,271.48,9,Normal
6.65,0.55,208.77,0.98,10.9,3.6,345.57,8,Normal
7.23,0.75,315.37,1.16,15.6,3.08,363.62,15,Normal
7.42,0.89,234.51,0.61,14.63,1.23,57.4,27,Pression Faible
7.92,0.8,460.21,1.02,14.36,2.71,303.87,4,Normal
7.28,0.25,433.42,0.95,9.28,2.74,279.32,4,Normal
8.51,7.11,799.36,0.07,11.81,3.22,276.44,88,Contamination
5.96,3.56,642.57,0.38,14.25,3.22,158.84,77,Corrosion
6.35,0.41,455.17,1.36,13.61,2.88,357.7,8,Normal
5.5,5.22,1257.13,0.07,15.96,2.91,175.58,89,Contamination
5.74,2.86,703.54,0.82,17.34,2.66,260.23,76,Corrosion
6.91,0.46,461.02,1.05,13.24,3.07,335.73,15,Normal
5.36,8.32,1099.12,0.07,22.79,2.49,264.53,94,Contamination
7.11,0.34,573.49,0.74,13.33,3.06,239.89,11,Normal
7.08,0.56,366.71,0.97,13.41,2.55,316.08,12,Normal
7.73,0.5,422.53,1.21,11.19,3.51,310.12,10,Normal
8.31,4.53,1745.42,0.09,20.21,2.97,287.57,87,Contamination
7.56,0.53,203.29,0.66,14.44,3.09,297.17,7,Normal
7.98,2.1,1243.08,0.0,21.04,2.87,320.98,93,Contamination
6.94,0.76,504.17,1.18,14.61,3.17,264.66,15,Normal
6.34,3.82,1114.12,0.58,17.08,2.28,284.34,75,Corrosion
7.34,0.13,283.82,0.92,14.1,2.64,319.45,4,Normal
7.28,0.46,324.42,1.31,19.97,2.85,269.39,1,Normal
7.35,0.43,386.06,1.22,9.27,3.4,303.63,10,Normal
6.67,5.82,1188.73,0.0,23.98,2.91,322.15,94,Contamination
7.49,0.3,447.35,0.92,17.54,2.36,295.05,14,Normal
7.02,0.59,447.0,0.79,12.86,2.97,255.17,4,Normal
7.45,0.43,109.3,0.89,11.88,2.51,238.13,4,Normal
7.23,0.77,431.32,0.82,16.37,2.86,265.27,8,Normal
6.85,0.15,361.01,1.05,14.71,2.88,252.71,12,Normal
7.74,0.54,527.6,0.0,20.5,2.06,24.99,67,Stagnation
7.49,0.6,497.84,1.16,11.69,2.9,260.99,12,Normal
7.6,0.44,489.37,1.17,20.49,1.08,94.25,40,Pression Faible
6.4,2.01,592.99,0.24,18.14,2.05,227.66,74,Corrosion
7.33,0.54,442.54,1.07,18.84,2.71,266.15,1,Normal
7.19,1.62,540.04,0.15,24.37,2.15,46.67,47,Stagnation
8.11,1.57,628.18,0.0,20.95,2.28,37.21,69,Stagnation
6.88,0.65,537.05,1.21,15.85,2.7,257.66,7,Normal
6.4,3.12,892.2,0.67,9.92,2.37,364.69,63,Corrosion
6.82,0.86,500.74,0.52,15.55,1.48,80.25,44,Pression Faible
8.65,0.37,555.87,0.08,23.54,2.63,22.67,67,Stagnation
7.27,0.13,460.32,1.09,16.92,3.32,318.38,5,Normal
7.56,0.76,378.78,0.22,24.87,2.43,30.46,68,Stagnation
6.93,0.73,466.54,1.58,12.37,2.89,311.57,10,Normal
6.26,2.33,725.41,1.06,18.16,2.43,331.33,59,Corrosion
7.55,0.53,407.96,1.17,12.41,3.01,192.38,13,Normal
7.46,0.19,550.34,0.9,14.36,2.81,285.6,13,Normal
7.63,0.1,527.7,1.1,11.38,2.68,383.82,5,Normal
6.92,0.27,513.73,1.1,12.19,3.06,248.71,2,Normal
7.94,1.73,503.2,0.14,25.52,2.5,18.18,52,Stagnation
7.68,2.24,348.52,0.06,22.83,2.48,20.18,47,Stagnation
7.54,0.96,419.61,0.73,10.35,3.08,355.19,4,Normal
7.34,0.5,341.07,0.67,17.5,3.27,222.71,8,Normal
7.68,0.61,539.96,0.6,10.9,2.96,325.14,0,Normal
8.44,7.41,1127.2,0.0,22.92,2.61,381.42,94,Contamination
7.11,1.28,467.89,0.86,13.44,1.1,88.57,41,Pression Faible
7.22,0.38,383.44,1.02,8.61,3.14,251.01,2,Normal
6.85,0.16,220.61,0.59,12.87,3.59,273.71,11,Normal
7.25,0.92,413.11,0.88,11.41,1.64,116.14,29,Pression Faible
6.83,0.69,422.02,0.0,23.01,2.28,51.65,53,Stagnation
7.98,1.31,552.7,0.21,20.87,2.26,30.78,54,Stagnation
7.69,6.28,726.9,0.01,17.7,2.88,398.63,86,Contamination
6.78,0.95,548.91,1.58,13.79,1.35,91.4,47,Pression Faible
7.26,0.48,443.6,0.24,17.05,3.04,288.88,7,Normal
7.81,0.37,359.69,1.6,12.5,2.83,292.65,11,Normal
7.45,0.54,270.74,0.84,13.18,2.98,321.29,9,Normal
7.33,0.14,506.39,1.08,19.15,3.13,355.07,12,Normal
7.34,0.77,452.23,0.97,21.82,3.27,328.69,1,Normal
6.82,0.41,429.27,0.94,13.16,1.24,111.77,43,Pression Faible
7.41,0.27,388.85,0.76,13.84,2.88,276.12,9,Normal
5.5,2.4,787.88,0.0,22.16,3.24,227.42,57,Corrosion
7.51,0.61,619.57,0.29,22.31,2.81,31.75,51,Stagnation
6.8,0.42,413.19,0.86,14.34,2.97,295.96,6,Normal
7.52,0.67,378.3,0.0,23.96,1.87,41.54,61,Stagnation
6.4,2.26,379.37,0.69,15.81,2.4,219.09,74,Corrosion
8.11,1.53,357.54,0.0,21.35,2.44,34.96,66,Stagnation
7.04,0.6,593.52,1.24,14.86,2.95,282.17,3,Normal
7.55,0.61,404.52,0.92,13.49,0.79,86.46,40,Pression Faible
7.18,0.6,346.64,1.37,12.37,3.51,212.62,14,Normal
7.33,0.6,320.44,1.13,18.84,2.33,325.14,11,Normal
5.0,1.73,1225.83,0.63,12.48,2.72,374.07,52,Corrosion
6.65,0.48,549.74,1.46,14.69,0.83,121.92,30,Pression Faible
6.4,3.04,737.52,0.79,15.52,2.93,337.06,55,Corrosion
7.46,0.28,537.65,1.09,17.06,3.44,244.42,11,Normal
7.19,0.39,243.21,1.1,22.53,2.45,298.39,8,Normal
7.51,6.25,1166.06,0.0,18.93,2.67,190.5,88,Contamination
7.56,1.09,405.17,0.97,18.22,1.27,98.08,50,Pression Faible
7.11,0.76,432.08,1.06,11.19,3.09,258.4,9,Normal
5.74,1.85,686.75,1.44,19.99,3.57,176.63,60,Corrosion
7.06,3.41,991.29,0.0,22.96,2.78,353.42,94,Contamination
7.38,1.49,252.06,1.28,18.44,0.91,100.14,24,Pression Faible
6.13,2.32,735.21,0.58,22.15,2.8,296.93,57,Corrosion
6.37,4.44,1524.6,0.0,16.34,2.91,305.57,92,Contamination
7.15,0.92,469.29,1.12,12.04,1.11,103.9,45,Pression Faible
7.47,0.23,435.15,0.41,15.14,3.57,252.61,2,Normal
5.67,3.11,591.44,0.61,17.79,2.55,235.84,50,Corrosion
7.42,0.58,426.68,0.9,16.11,2.96,322.89,3,Normal
7.05,0.46,301.0,0.99,12.57,2.67,312.93,8,Normal
7.26,0.66,356.89,1.12,16.65,3.13,258.72,11,Normal
7.24,0.57,400.72,0.37,15.48,3.66,282.0,7,Normal
6.98,0.57,431.24,1.36,11.23,3.22,329.52,10,Normal
7.16,0.9,502.95,1.16,11.57,1.45,78.71,27,Pression Faible
7.53,1.24,434.98,0.22,21.83,2.16,26.06,60,Stagnation
7.14,8.46,1380.93,0.01,27.94,2.98,363.77,89,Contamination
7.44,1.47,533.95,0.22,24.11,2.76,26.85,43,Stagnation
7.03,0.57,493.31,0.93,18.2,3.44,254.18,1,Normal
6.95,0.47,430.76,0.84,19.06,3.13,301.97,15,Normal
6.77,0.24,428.1,0.36,18.04,2.95,462.15,7,Normal
8.85,5.64,1168.1,0.1,24.81,2.41,210.68,84,Contamination
7.01,0.62,449.69,1.32,11.4,2.31,342.9,11,Normal
7.17,0.19,464.51,0.18,21.76,2.36,28.41,63,Stagnation
7.35,0.53,378.53,0.15,22.64,2.55,20.05,57,Stagnation
7.15,0.1,417.85,1.43,10.58,2.82,316.46,4,Normal
8.0,5.1,992.32,0.0,18.41,3.51,313.87,100,Contamination
7.19,0.56,398.89,0.76,17.47,3.07,300.88,15,Normal
7.11,1.85,516.47,0.04,24.0,2.35,22.18,70,Stagnation
6.97,0.27,447.15,0.35,11.31,0.58,78.28,21,Pression Faible
7.44,1.04,345.74,0.0,22.93,2.33,33.16,46,Stagnation
6.93,0.54,530.33,1.18,13.76,3.08,287.97,7,Normal
7.01,5.35,1150.7,0.06,14.03,2.6,230.57,83,Contamination
6.72,0.43,415.95,0.63,16.54,1.21,40.63,31,Pression Faible
7.4,0.66,300.61,1.13,12.43,3.03,236.78,11,Normal
6.66,0.42,387.63,0.88,11.45,2.88,313.46,8,Normal
7.19,0.54,332.99,1.35,11.47,3.15,359.09,3,Normal
7.34,0.74,347.17,1.21,10.73,0.91,72.05,46,Pression Faible
7.57,0.58,303.2,0.91,13.16,2.79,348.94,6,Normal
6.95,2.0,532.82,0.21,21.07,2.46,15.67,59,Stagnation
7.04,0.95,529.61,0.57,13.9,1.15,52.08,21,Pression Faible
6.24,1.92,860.92,0.66,13.63,2.8,237.06,57,Corrosion
7.09,0.58,431.95,1.4,15.42,1.5,52.2,45,Pression Faible
7.25,0.28,252.31,0.78,18.58,3.29,312.15,2,Normal
5.77,5.61,1290.51,0.06,10.62,2.63,296.8,97,Contamination
7.36,0.1,383.79,1.04,17.55,3.21,329.13,6,Normal
6.36,2.18,1082.08,0.1,23.57,3.11,321.47,87,Contamination
7.31,0.39,386.99,1.5,12.17,3.48,283.9,4,Normal
6.4,1.37,1017.18,0.58,11.75,2.89,310.57,69,Corrosion
6.95,0.2,390.82,0.97,16.64,3.28,297.03,4,Normal
7.76,0.87,365.36,0.42,14.21,1.1,99.21,37,Pression Faible
7.34,0.26,417.23,1.2,19.58,3.27,338.04,5,Normal
7.22,0.58,524.95,0.6,13.95,2.77,318.96,0,Normal
7.57,0.38,160.97,0.88,17.74,3.16,321.41,11,Normal
5.89,1.48,1003.06,0.55,22.55,3.03,215.16,57,Corrosion
7.02,0.48,376.05,1.34,15.56,2.78,394.52,0,Normal
7.21,0.65,339.18,1.11,15.93,2.43,400.76,1,Normal
7.59,0.42,289.77,1.1,15.26,3.11,309.58,13,Normal
7.35,0.79,456.81,0.69,19.09,3.49,457.6,2,Normal
6.86,0.55,191.79,1.17,13.36,3.58,261.27,11,Normal
6.69,0.41,202.45,1.23,8.8,3.01,196.11,3,Normal
7.1,0.83,436.06,0.74,14.91,3.01,323.63,7,Normal
6.79,0.98,129.56,0.71,13.54,1.39,80.45,21,Pression Faible
5.44,1.71,939.74,0.78,14.26,2.61,291.77,79,Corrosion
6.59,5.82,1850.98,0.0,10.59,3.14,266.07,96,Contamination
7.1,0.34,374.02,1.48,17.41,3.26,229.19,0,Normal
6.85,0.1,319.06,1.29,16.55,2.93,298.88,15,Normal
6.45,6.41,1429.76,0.0,19.2,3.18,279.24,93,Contamination
7.78,2.61,439.57,0.14,20.52,2.55,34.6,55,Stagnation
6.08,1.68,941.27,1.24,17.35,3.18,235.78,64,Corrosion
7.42,0.56,304.91,1.1,12.02,2.81,309.47,2,Normal
7.29,0.26,505.4,1.17,12.89,2.54,292.75,4,Normal
7.07,0.52,363.69,0.4,13.83,2.91,331.68,8,Normal
7.22,2.04,258.84,0.23,21.55,2.76,30.8,58,Stagnation
7.54,0.42,290.14,1.43,14.66,3.07,361.74,10,Normal
6.89,0.62,341.01,0.96,15.22,2.55,261.06,9,Normal
7.61,0.68,393.74,1.07,14.12,3.41,289.98,13,Normal
7.27,0.73,322.26,1.47,10.41,3.49,281.37,3,Normal
6.81,2.22,1063.56,0.0,15.57,2.86,347.89,100,Contamination
7.17,6.62,871.34,0.01,25.19,2.68,382.81,97,Contamination
5.9,2.5,1114.07,1.18,15.67,2.64,246.64,56,Corrosion
7.3,0.68,400.42,1.19,19.92,3.11,315.58,7,Normal
6.74,0.1,438.84,0.97,13.46,3.07,296.98,14,Normal
7.54,0.52,325.31,1.3,14.35,3.16,276.13,3,Normal
7.01,0.52,401.28,1.14,14.19,2.45,278.36,10,Normal
7.82,1.05,425.36,0.2,20.58,2.04,28.39,51,Stagnation
7.05,0.51,382.46,1.05,14.97,1.29,116.27,41,Pression Faible
7.1,0.88,349.08,0.65,13.25,1.06,87.19,22,Pression Faible
7.9,0.36,358.34,0.98,16.19,3.08,364.2,2,Normal
6.47,0.1,350.41,1.33,10.3,2.1,328.56,3,Normal
6.1,1.63,702.89,0.51,16.33,2.55,279.64,61,Corrosion
4.72,4.29,862.18,0.04,15.85,3.14,207.03,97,Contamination
7.21,0.61,585.66,0.86,15.97,2.46,180.4,10,Normal
7.84,1.2,567.85,0.0,23.04,3.06,34.2,53,Stagnation
7.28,0.5,242.91,1.41,13.17,3.15,221.85,13,Normal
6.06,8.87,1095.81,0.12,17.69,2.35,344.6,81,Contamination
7.02,1.01,402.52,0.44,15.49,1.86,89.86,39,Pression Faible
7.18,0.72,421.07,1.06,11.73,3.07,351.77,3,Normal
6.95,0.78,390.83,0.73,17.99,2.91,337.98,6,Normal
7.11,0.49,449.36,1.09,9.01,2.66,346.47,15,Normal
7.16,0.4,264.14,0.68,8.93,2.97,270.08,3,Normal
6.91,0.49,436.4,1.63,10.46,3.35,348.66,11,Normal
6.97,0.54,354.24,1.06,19.53,3.18,325.43,8,Normal
7.07,0.2,379.15,1.36,10.42,2.68,306.31,13,Normal
6.21,4.41,1072.92,0.0,14.1,3.11,234.63,99,Contamination
6.86,0.88,523.2,0.08,21.07,2.51,12.54,60,Stagnation
7.35,0.58,359.07,1.3,11.62,3.34,307.72,8,Normal
7.1,0.5,389.27,1.37,11.77,2.77,351.82,8,Normal
5.76,3.22,1239.89,0.68,18.04,2.34,295.28,59,Corrosion
7.26,0.94,335.44,0.4,16.51,0.58,73.65,31,Pression Faible
7.48,0.54,594.83,1.31,13.04,3.01,297.63,4,Normal
6.73,0.31,343.92,0.39,15.14,2.93,216.36,12,Normal
7.32,0.64,422.7,0.9,16.77,3.2,315.37,0,Normal
6.95,0.56,519.55,0.82,21.29,2.84,301.62,6,Normal
7.0,0.54,225.78,0.84,11.72,3.04,349.72,14,Normal
7.39,0.1,604.21,1.09,12.67,3.05,308.81,11,Normal
7.0,0.54,339.25,0.88,12.94,2.57,307.29,10,Normal
6.23,2.91,1063.99,0.9,14.4,3.14,168.55,68,Corrosion
6.93,0.31,508.01,1.28,16.46,3.32,256.04,1,Normal
7.3,0.47,484.69,0.97,13.85,3.16,343.81,1,Normal
7.23,1.17,344.16,0.0,22.4,2.68,32.62,48,Stagnation
6.62,0.43,178.17,1.41,11.74,3.38,347.29,13,Normal
6.93,0.27,435.04,0.75,15.31,2.86,210.94,14,Normal
6.53,0.55,343.84,0.83,17.09,3.35,286.37,6,Normal
5.86,2.9,628.61,0.87,17.66,3.07,133.79,53,Corrosion
6.97,0.32,409.99,1.14,19.49,2.85,275.12,3,Normal
7.54,0.56,526.77,1.09,11.53,2.6,222.42,15,Normal
7.4,0.74,584.94,1.25,18.49,2.83,242.18,9,Normal
7.46,0.58,410.74,1.12,15.97,3.39,364.75,12,Normal
7.36,1.05,451.41,0.76,17.27,0.78,101.08,21,Pression Faible
6.84,0.56,315.48,1.17,14.9,2.52,321.03,9,Normal
7.03,1.06,400.13,1.02,12.13,1.02,70.83,44,Pression Faible
7.46,0.84,319.48,1.32,8.49,2.64,252.06,8,Normal
6.79,0.18,441.3,0.94,16.14,3.21,313.28,3,Normal
7.4,0.49,281.3,1.32,13.23,2.72,291.1,13,Normal
6.93,0.42,434.41,1.1,12.31,2.85,353.72,12,Normal
7.35,0.92,518.01,1.34,10.84,3.23,297.34,7,Normal
7.03,0.53,494.52,1.15,12.36,3.22,268.12,11,Normal
7.27,0.44,378.11,1.23,11.88,3.58,208.95,1,Normal
7.02,0.57,458.43,0.97,14.83,3.12,288.45,14,Normal
7.62,1.05,487.28,0.61,14.76,1.11,59.89,47,Pression Faible
7.31,0.39,465.54,0.68,20.16,2.73,310.97,13,Normal
7.44,0.39,485.25,0.63,19.36,3.0,270.18,13,Normal
7.11,0.66,341.55,0.78,14.34,2.65,391.03,12,Normal
7.03,0.67,420.95,0.7,14.98,3.24,290.59,10,Normal
7.56,0.7,491.89,0.86,11.76,2.82,309.81,14,Normal
7.44,1.66,1197.57,0.06,16.89,3.29,321.09,91,Contamination
7.59,0.46,493.75,1.49,18.94,2.67,287.32,3,Normal
7.1,0.6,468.64,0.75,15.2,2.39,372.1,12,Normal
7.05,0.51,369.04,1.34,6.49,3.0,294.71,12,Normal
6.64,9.45,933.8,0.09,19.43,3.28,266.64,90,Contamination
6.98,0.72,442.53,0.54,13.38,3.12,341.89,5,Normal
7.0,0.1,452.32,0.63,8.95,2.15,340.7,3,Normal
7.24,0.45,538.9,1.19,19.85,2.58,298.27,6,Normal
6.71,0.73,375.14,1.09,15.14,1.39,94.07,31,Pression Faible
7.85,0.44,305.9,1.07,12.59,3.44,285.84,4,Normal
7.03,0.41,471.84,0.95,13.07,3.5,257.19,4,Normal
7.21,0.63,236.87,1.14,11.83,3.25,251.87,5,Normal
7.78,1.75,536.14,0.13,21.54,2.33,44.71,64,Stagnation
5.72,1.67,1033.07,0.56,13.15,2.22,221.03,52,Corrosion
7.18,0.55,495.13,1.16,14.43,2.94,325.51,15,Normal
7.58,0.53,353.09,0.7,10.66,3.2,328.9,14,Normal
7.73,1.14,590.69,0.05,23.91,2.49,23.92,68,Stagnation
7.38,0.58,435.7,1.02,14.89,3.72,359.21,10,Normal
7.58,6.22,1502.15,0.08,18.1,2.81,295.95,100,Contamination
6.25,0.54,351.15,1.48,15.06,2.64,297.51,14,Normal
6.89,0.59,429.09,1.29,12.63,3.01,231.75,14,Normal
7.78,1.46,499.58,0.1,22.83,2.98,27.15,65,Stagnation
7.24,0.28,313.17,1.03,18.31,2.92,288.2,1,Normal
7.08,0.39,429.5,0.55,18.84,2.8,336.1,2,Normal
6.82,0.63,467.19,1.12,12.02,3.07,240.85,14,Normal
7.12,0.71,479.67,1.0,12.08,3.19,300.97,11,Normal
5.14,7.57,1192.73,0.11,13.62,1.95,313.95,82,Contamination
7.62,0.35,352.15,0.38,21.39,2.72,23.49,67,Stagnation
6.57,0.47,373.44,0.88,14.66,3.08,292.49,12,Normal
6.82,0.6,205.06,0.38,17.22,3.15,297.13,1,Normal
6.78,0.36,373.73,0.52,12.78,3.2,371.37,6,Normal
7.07,0.65,208.59,1.2,12.59,3.09,287.61,15,Normal
7.6,0.33,462.76,0.92,14.53,2.94,257.72,1,Normal
7.2,0.49,424.12,1.03,17.39,3.28,247.47,10,Normal
7.46,0.44,458.79,1.09,9.27,1.23,70.63,22,Pression Faible
6.97,0.77,334.63,0.76,15.23,3.21,292.92,5,Normal
7.55,0.61,182.18,0.84,13.31,3.14,168.76,14,Normal
7.96,0.96,414.89,1.25,22.03,1.46,98.98,36,Pression Faible
7.24,0.47,352.42,0.75,12.94,2.59,296.21,5,Normal
6.69,0.54,396.37,1.04,13.43,3.92,368.01,9,Normal
6.83,0.55,339.2,0.7,10.98,3.13,265.93,10,Normal
7.89,1.7,587.39,0.01,22.95,2.69,25.26,41,Stagnation
5.69,3.79,945.5,0.99,13.53,2.31,215.83,70,Corrosion
7.16,0.29,399.02,0.49,11.64,3.2,330.19,10,Normal
7.08,0.3,297.26,0.89,16.93,3.28,275.17,12,Normal
6.85,0.55,317.65,0.84,18.98,3.25,307.9,4,Normal
6.82,0.54,506.27,0.89,19.05,3.39,383.19,4,Normal
7.29,0.98,541.42,1.03,13.5,1.07,84.77,29,Pression Faible
6.81,0.76,509.65,0.24,19.6,1.54,70.8,42,Pression Faible
7.72,1.2,573.0,0.2,19.2,2.68,27.94,44,Stagnation
7.22,0.35,574.81,1.31,12.78,2.6,280.72,2,Normal
7.33,0.55,525.31,1.24,17.91,3.1,230.54,12,Normal
7.42,1.73,444.85,0.15,21.36,2.19,28.77,50,Stagnation
7.25,4.69,1129.29,0.0,22.48,2.81,372.64,96,Contamination
7.66,0.48,299.16,0.37,10.58,2.59,368.92,13,Normal
7.23,0.58,177.96,0.64,17.66,3.09,292.64,0,Normal
7.37,0.83,377.9,1.02,15.58,3.72,195.03,5,Normal
7.4,0.77,456.68,0.7,14.85,1.41,142.26,30,Pression Faible
7.44,0.55,357.62,0.76,9.61,1.1,94.66,35,Pression Faible
6.82,0.71,448.78,0.78,14.58,3.48,336.68,4,Normal
7.2,0.45,407.66,0.85,8.69,3.61,307.77,9,Normal
7.32,5.88,979.46,0.04,11.6,3.58,238.27,83,Contamination
6.89,0.41,528.81,1.0,11.29,3.38,336.55,1,Normal
7.72,1.56,689.44,0.32,20.63,2.99,33.83,68,Stagnation
6.2,1.15,865.92,0.56,18.48,3.23,125.53,54,Corrosion
7.19,0.72,381.33,1.22,16.05,3.1,286.43,4,Normal
6.84,0.28,470.94,1.01,14.58,2.87,284.74,5,Normal
6.4,2.23,631.79,1.02,15.39,2.81,346.45,51,Corrosion
7.19,0.56,282.11,0.93,16.83,2.53,310.04,7,Normal
7.23,0.81,503.72,1.0,19.43,0.9,82.72,39,Pression Faible
7.23,0.29,495.63,1.7,14.95,3.15,304.23,14,Normal
6.99,0.14,329.42,0.58,20.11,2.97,282.7,7,Normal
7.47,0.28,323.31,1.02,18.09,3.15,312.42,15,Normal
7.22,0.92,420.17,0.59,15.14,0.88,81.62,26,Pression Faible
7.06,1.01,396.01,0.58,14.6,3.16,383.67,14,Normal
7.02,0.18,481.68,0.59,13.69,2.92,296.52,9,Normal
6.28,1.95,845.25,0.8,16.45,2.84,276.16,66,Corrosion
7.45,0.58,445.36,0.53,15.15,3.14,336.45,5,Normal
6.45,4.68,1027.77,0.08,22.14,2.78,345.4,99,Contamination
7.24,0.48,378.86,1.22,15.98,3.68,257.39,8,Normal
7.36,0.39,313.07,1.0,15.41,3.88,290.79,15,Normal
6.1,6.55,577.61,0.05,18.06,3.14,348.68,97,Contamination
7.05,0.75,323.39,0.56,15.93,0.82,71.71,42,Pression Faible
6.2,7.1,1740.43,0.0,10.59,2.86,300.78,83,Contamination
7.27,0.41,379.94,1.11,18.12,2.41,281.55,5,Normal
7.26,0.32,573.12,0.81,14.88,3.17,270.44,4,Normal
5.52,5.14,1508.83,0.03,14.61,3.18,283.46,82,Contamination
7.05,0.84,477.08,1.61,17.48,1.55,69.88,27,Pression Faible
6.18,6.12,1232.15,0.0,17.3,3.02,318.02,91,Contamination
7.35,0.89,349.3,0.75,11.4,1.74,80.27,33,Pression Faible
7.13,0.31,693.57,0.68,13.71,3.12,330.01,11,Normal
7.49,0.86,450.62,0.68,14.23,3.09,403.41,2,Normal
6.78,0.74,417.99,1.25,14.69,2.75,337.54,0,Normal
7.4,0.69,398.67,0.82,10.32,3.25,321.19,3,Normal
6.23,4.92,1059.97,0.0,14.73,2.56,279.38,100,Contamination
6.98,0.17,602.26,1.38,12.66,3.08,320.87,4,Normal
7.56,0.34,509.21,0.84,10.99,3.22,364.54,9,Normal
7.98,0.44,469.89,0.78,17.35,0.76,54.74,35,Pression Faible
7.19,1.24,385.89,0.17,24.05,2.68,46.19,44,Stagnation
6.17,1.53,1172.68,0.62,18.73,3.43,277.4,65,Corrosion
6.75,0.32,532.27,0.95,15.24,3.23,334.82,0,Normal
7.28,0.74,368.73,1.16,16.66,1.12,101.64,20,Pression Faible
7.16,0.33,324.1,0.71,14.18,3.37,259.75,4,Normal
7.26,0.37,373.97,0.55,14.34,2.94,327.01,13,Normal
7.27,0.26,508.42,1.06,15.6,3.0,274.11,9,Normal
7.27,0.6,225.31,0.84,14.24,3.08,359.67,3,Normal
6.97,0.4,348.75,0.76,13.96,3.23,247.31,13,Normal
7.67,0.35,393.87,0.07,25.35,2.42,10.0,59,Stagnation
6.6,0.51,461.38,1.11,15.5,3.35,273.02,3,Normal
7.72,2.74,928.52,0.0,16.9,2.89,305.71,95,Contamination
7.22,0.31,380.98,0.55,19.09,2.91,275.56,0,Normal
8.14,0.58,337.44,0.0,21.86,2.63,37.4,58,Stagnation
7.97,0.1,460.87,0.83,13.24,2.81,254.56,4,Normal
7.71,0.67,402.32,1.41,10.46,2.6,191.1,0,Normal
7.22,1.28,460.29,0.11,19.18,2.74,32.4,47,Stagnation
7.42,0.12,431.15,0.64,13.81,3.16,304.55,5,Normal
7.16,1.2,296.85,0.22,21.59,2.84,24.73,42,Stagnation
7.04,0.35,487.62,0.79,16.93,2.89,201.2,11,Normal
7.03,0.26,403.39,0.64,17.78,2.97,291.12,0,Normal
7.4,0.69,397.99,0.77,9.68,2.79,269.14,15,Normal
7.23,0.43,468.79,0.82,14.83,3.36,317.09,12,Normal
7.18,0.62,336.68,0.64,13.38,1.43,75.56,28,Pression Faible
5.46,3.91,963.99,0.38,14.67,2.84,352.28,61,Corrosion
5.56,3.28,1179.9,0.61,15.17,2.39,237.79,61,Corrosion
7.19,0.63,509.02,0.78,9.1,2.99,314.68,3,Normal
6.1,2.24,924.95,1.25,17.15,2.65,219.99,73,Corrosion
5.93,3.81,863.34,0.79,14.55,3.24,367.59,54,Corrosion
7.34,0.52,403.68,0.28,17.24,3.04,321.42,10,Normal
6.43,5.23,1076.69,0.1,16.48,3.52,321.54,85,Contamination
5.98,5.74,1004.5,0.0,24.4,3.11,326.66,94,Contamination
7.25,0.39,351.64,1.15,11.85,0.5,75.46,35,Pression Faible
7.44,1.27,522.85,0.16,22.52,2.86,14.81,65,Stagnation
7.35,0.63,276.04,0.55,12.76,2.8,337.67,14,Normal
7.02,0.33,338.84,1.34,15.04,2.95,294.5,6,Normal
7.59,0.35,531.55,1.06,14.52,3.75,247.22,6,Normal
6.72,3.54,1485.74,0.13,24.68,3.27,290.12,90,Contamination
7.09,0.3,603.59,1.04,13.52,1.6,60.54,36,Pression Faible
7.32,0.47,463.87,0.98,10.65,3.02,352.44,15,Normal
7.19,0.66,295.45,0.99,13.13,3.22,301.57,6,Normal
7.41,0.72,469.16,1.08,12.01,3.0,273.35,1,Normal
6.72,5.25,906.02,0.0,15.33,2.96,232.59,90,Contamination
7.2,0.88,502.31,1.49,16.17,3.35,263.8,11,Normal
